,resultUom,phenomenonTimeReferenceYear,resultMeanValue,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent,pollution_status
17895,mg{NO3}/L,2009,15.698584699999998,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17896,{massRatio},2009,239.161,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
17897,[pH],2009,7.98401,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17898,%,2009,96.7417,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17899,{massRatio},2009,379.333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
17900,mg{NO3}/L,2009,2.894806446,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17901,{massRatio},2009,68.8067,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
17902,[pH],2009,7.01377,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17903,mg{O2}/L,2009,1.80833,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17904,mg{O2}/L,2009,26.2,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17905,uS/cm,2009,53.7273,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17906,mg{P}/L,2009,0.0166667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17907,mg{N}/L,2009,1.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17908,mg{P}/L,2009,0.0151465,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17909,ug/L,2009,1.375,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17910,Cel,2009,13.3958,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17911,mg{NH4}/L,2009,0.0797247527999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17912,mg{P}/L,2009,0.055,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17913,mg{O2}/L,2009,0.725,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17914,mg{NO2}/L,2009,0.028322867555,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17915,mg{NH4}/L,2009,0.0250443872,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17916,mg{N}/L,2009,0.366667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17917,mg{N}/L,2009,0.895833,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17918,mg{O2}/L,2009,1.70417,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17919,mg{O2}/L,2009,21.0667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17920,uS/cm,2009,53.4167,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17921,mg{N}/L,2009,0.554167,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17922,mg{O2}/L,2009,1.12917,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17923,mg{O2}/L,2009,11.175,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17924,uS/cm,2009,252.167,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17925,mg{N}/L,2009,0.483333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17926,mg{O2}/L,2009,0.7,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17927,{massRatio},2009,6.91988,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
17928,mg{P}/L,2009,0.0353781,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17929,mg{O2}/L,2009,8.39167,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17930,mg{P}/L,2009,0.0325908,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17931,mg{N}/L,2009,3.89795,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17932,mg{N}/L,2009,0.716176,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17933,mg{N}/L,2009,1.46719,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17934,mg{N}/L,2009,0.663028,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17935,mg{NO2}/L,2009,0.01999262012,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17936,%,2009,99.7333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17937,[pH],2009,6.90618,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17938,mg{NO2}/L,2009,0.0141614173549999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17939,mg{NO3}/L,2009,17.00229193,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17940,mg{NO2}/L,2009,0.05747875,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17941,mg{P}/L,2009,0.0174579,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17942,uS/cm,2009,455.667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17943,mg{N}/L,2009,0.233415,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17944,[pH],2009,7.736339999999997,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17945,uS/cm,2009,298.1670000000001,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17946,Cel,2009,12.9,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17947,mg{N}/L,2009,0.688056,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17948,mg{N}/L,2009,1.3048799999999998,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17949,mg{P}/L,2009,0.0766666999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17950,{massRatio},2009,179.618,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
17951,mg{NO3}/L,2010,8.613613899999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17952,mg{N}/L,2010,1.8234,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17953,mg{O2}/L,2010,1.075,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17954,mg{C}/L,2010,2.05,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17955,%,2010,84.9,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,0
17956,mg{C}/L,2010,2.35,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17957,mg{P}/L,2010,0.0616666999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17958,mg{O2}/L,2010,1.06667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17959,mg{C}/L,2010,1.62,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17960,mg{N}/L,2010,1.50544,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17961,mg{NO3}/L,2010,7.94717332,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17962,mg{P}/L,2010,0.0298579,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17963,mg{N}/L,2010,1.92147,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17964,mg{NO3}/L,2010,1.3887499,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17965,{massRatio},2010,4.7226,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,2
17966,mg{N}/L,2010,0.7778,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17967,ug/L,2015,0.1,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17968,ug/L,2015,0.015,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17969,ug/L,2015,6.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17970,mmol/L,2010,0.8242,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,2
17971,mg{O2}/L,2010,0.3333,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17972,mg{N}/L,2010,0.1667,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17973,mg{NH4}/L,2010,0.143170216,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17974,mg{NO3}/L,2010,36.05388643,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17975,mg{P}/L,2010,0.105,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17976,mg{NH4}/L,2010,0.172807096,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17977,mg{N}/L,2010,5.7354400000000005,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17978,mg{C}/L,2010,5.8391699999999975,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
17979,mg{P}/L,2010,0.0163158,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17980,mg{N}/L,2010,6.2515199999999975,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17981,mg{O2}/L,2010,1.51667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17982,mg{NO3}/L,2010,12.12900606,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17983,mg{NH4}/L,2010,0.081811828,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17984,mg{P}/L,2010,0.04,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17985,mg{C}/L,2010,2.38333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17986,mg{P}/L,2010,0.0343175,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17987,mg{NH4}/L,2010,0.0250443872,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17988,mg{O2}/L,2010,0.891667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17989,mg{C}/L,2010,2.13333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17990,mg{O2}/L,2010,0.991667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17991,mg{P}/L,2010,0.0496544,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
17992,mg{NO2}/L,2010,0.18360355,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17993,mg{N}/L,2010,3.2,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17994,mg{P}/L,2010,0.0919,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
17995,ug/L,2015,5.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17996,ug/L,2015,1.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17997,ug/L,2015,15.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,0
17998,ug/L,2015,1.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
17999,ug/L,2015,1.0,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18000,[pH],2015,7.145,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18001,mg/L,2015,2.695,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,2
18002,mg{NH4}/L,2015,0.2655,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18003,mg{NO2}/L,2015,0.0295,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18004,mmol/L,2010,6.7358,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,2
18005,mg{O2}/L,2010,1.5,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
18006,mg{NO3}/L,2015,2.8985,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18007,mg{P}/L,2015,0.0826797385620915,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,1
18008,uS/cm,2015,515.5,Romania,84.633801286509,23.733280380587438,6568730.0,-83749.75,0.0849709878995111,21.938753763834647,11.218036116058684,200217212681.665,56.26,4.89,2.5,10.68,11.34,12.33,0.0,2.0,0.0,5.67,0
18009,mg{NO3}/L,2009,5.079982499999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
